gps_center,band_psd,n_avg
1242423232.0,1.967904e-46,63
1242423360.0,1.966646e-46,63
1242423488.0,1.926059e-46,63
1242423616.0,1.948334e-46,63
1242423744.0,1.962350e-46,63
1242423872.0,1.926684e-46,63
1242424000.0,1.937503e-46,63
1242424128.0,1.958294e-46,63
1242424256.0,1.914672e-46,63
1242424384.0,1.914390e-46,63
1242424512.0,1.927860e-46,63
1242424640.0,1.955674e-46,63
1242424768.0,1.930076e-46,63
1242424896.0,1.979938e-46,63
1242425024.0,1.924961e-46,63
1242425152.0,1.916884e-46,63
1242425280.0,1.933080e-46,63
1242425408.0,1.915217e-46,63
1242425536.0,1.936388e-46,63
1242425664.0,1.941825e-46,63
1242425792.0,1.927667e-46,63
1242425920.0,1.899052e-46,63
1242426048.0,1.963317e-46,63
1242426176.0,1.950932e-46,63
1242426304.0,1.942714e-46,63
1242426432.0,1.924536e-46,63
1242426560.0,1.962361e-46,63
1242426688.0,1.919924e-46,63
1242426816.0,1.958083e-46,63
1242426944.0,1.957503e-46,63
1242427072.0,1.949876e-46,63
1242427200.0,1.930553e-46,63
1242427328.0,1.954151e-46,63
1242427456.0,1.942195e-46,63
1242427584.0,1.955042e-46,63
1242427712.0,1.941258e-46,63
1242427840.0,1.938095e-46,63
1242427968.0,1.942052e-46,63
1242428096.0,1.936359e-46,63
1242428224.0,1.954457e-46,63
1242428352.0,1.903549e-46,63
1242428480.0,1.929243e-46,63
1242428608.0,1.968938e-46,63
1242428736.0,1.969248e-46,63
1242428864.0,1.978299e-46,63
1242428992.0,1.941599e-46,63
1242429120.0,1.960341e-46,63
1242429248.0,1.945022e-46,63
1242429376.0,1.949521e-46,63
1242429504.0,1.934023e-46,63
1242429632.0,1.942641e-46,63
1242429760.0,1.960791e-46,63
1242429888.0,1.975184e-46,63
1242430016.0,1.974587e-46,63
1242430144.0,1.958865e-46,63
1242430272.0,1.901255e-46,63
1242430400.0,1.936836e-46,63
1242430528.0,1.950748e-46,63
1242430656.0,1.964369e-46,63
1242430784.0,1.947340e-46,63
1242430912.0,1.927414e-46,63
1242431040.0,1.964390e-46,63
1242431168.0,1.922324e-46,63
1242431296.0,1.928717e-46,63
1242431424.0,1.910807e-46,63
1242431552.0,1.944050e-46,63
1242431680.0,1.935586e-46,63
1242431808.0,1.922870e-46,63
1242431936.0,1.911388e-46,63
1242432064.0,1.975166e-46,63
1242432192.0,1.934773e-46,63
1242432320.0,1.957076e-46,63
1242432448.0,1.959907e-46,63
1242432576.0,1.953205e-46,63
1242432704.0,1.969382e-46,63
1242432832.0,1.936276e-46,63
1242432960.0,1.932982e-46,63
1242433088.0,1.954134e-46,63
1242433216.0,1.948776e-46,63
1242433344.0,1.921169e-46,63
1242433472.0,1.959822e-46,63
1242433600.0,1.974160e-46,63
1242433728.0,1.970248e-46,63
1242433856.0,2.008081e-46,63
1242433984.0,1.977222e-46,63
1242434112.0,1.954604e-46,63
1242434240.0,2.013303e-46,63
1242434368.0,1.999774e-46,63
1242434496.0,2.111615e-46,63
1242434624.0,2.012108e-46,63
1242434752.0,1.974740e-46,63
1242434880.0,1.994503e-46,63
1242435008.0,2.047348e-46,63
1242435136.0,2.007268e-46,63
1242435264.0,1.958416e-46,63
1242435392.0,1.952662e-46,63
1242435520.0,1.988898e-46,63
1242435648.0,1.968520e-46,63
1242435776.0,1.973235e-46,63
1242435904.0,1.957413e-46,63
1242436032.0,1.961973e-46,63
1242436160.0,2.028908e-46,63
1242436288.0,2.094574e-46,63
1242436416.0,2.050911e-46,63
1242436544.0,1.987056e-46,63
1242436672.0,2.011456e-46,63
1242436800.0,1.961415e-46,63
1242437100.0,1.916193e-46,63
1242437228.0,1.908008e-46,63
1242437356.0,1.935914e-46,63
1242437484.0,2.451226e-46,63
1242437612.0,2.283990e-46,63
1242437740.0,2.082288e-46,63
1242437868.0,1.890679e-46,63
1242437996.0,1.937249e-46,63
1242438124.0,1.886415e-46,63
1242438252.0,1.962411e-46,63
1242438380.0,1.908031e-46,63
1242438508.0,1.912038e-46,63
1242438636.0,1.904262e-46,63
1242438764.0,1.865252e-46,63
1242438892.0,1.891519e-46,63
1242439020.0,1.934017e-46,63
1242439148.0,1.894609e-46,63
1242439276.0,1.911927e-46,63
1242439404.0,1.899698e-46,63
1242439532.0,1.899384e-46,63
1242439744.0,1.928407e-46,63
1242439872.0,1.904061e-46,63
1242440000.0,1.900766e-46,63
1242440128.0,1.911657e-46,63
1242440256.0,1.941534e-46,63
1242440384.0,1.906734e-46,63
1242440512.0,1.913905e-46,63
1242440640.0,1.884465e-46,63
1242440768.0,1.910159e-46,63
1242440896.0,1.904904e-46,63
1242441024.0,1.890255e-46,63
1242441152.0,1.911588e-46,63
1242441280.0,1.904616e-46,63
1242441408.0,1.916348e-46,63
1242441536.0,1.922084e-46,63
1242441664.0,1.928161e-46,63
1242441792.0,1.942657e-46,63
1242441920.0,1.928669e-46,63
1242442048.0,1.937419e-46,63
1242442176.0,1.901391e-46,63
1242442304.0,1.925232e-46,63
1242442432.0,1.897304e-46,63
1242442560.0,1.890133e-46,63
1242442688.0,1.922744e-46,63
1242442816.0,1.888049e-46,63
1242442944.0,1.904063e-46,63
1242443072.0,2.151507e-46,63
1242443200.0,1.983131e-46,63
1242443328.0,1.972659e-46,63
1242443456.0,1.946367e-46,63
1242443584.0,1.995640e-46,63
1242443712.0,1.966879e-46,63
1242443840.0,1.940739e-46,63
1242443968.0,1.947916e-46,63
1242444096.0,1.938714e-46,63
1242444224.0,1.915972e-46,63
1242444352.0,1.984778e-46,63
1242444480.0,2.088549e-46,63
1242444608.0,1.897906e-46,63
1242444736.0,1.880663e-46,63
1242444864.0,1.873903e-46,63
1242444992.0,1.913508e-46,63
1242445120.0,1.930598e-46,63
1242445248.0,1.902680e-46,63
1242445376.0,1.938978e-46,63
1242445504.0,1.898481e-46,63
1242445632.0,1.859985e-46,63
1242445760.0,1.916056e-46,63
1242445888.0,1.942008e-46,63
1242446016.0,1.907351e-46,63
1242446144.0,1.942526e-46,63
1242446272.0,1.909029e-46,63
1242446400.0,1.930517e-46,63
1242446528.0,1.910077e-46,63
1242446656.0,1.933044e-46,63
1242446784.0,1.962065e-46,63
1242446912.0,1.960041e-46,63
1242447040.0,1.943692e-46,63
1242447168.0,1.937588e-46,63
1242447296.0,1.976526e-46,63
1242447424.0,1.925303e-46,63
1242447552.0,1.944717e-46,63
1242447680.0,1.948636e-46,63
1242447808.0,1.921357e-46,63
1242447936.0,1.917744e-46,63
1242448064.0,1.909996e-46,63
1242448192.0,1.941945e-46,63
1242448320.0,1.912479e-46,63
1242448448.0,1.905014e-46,63
1242448576.0,1.921526e-46,63
1242448704.0,1.902425e-46,63
1242448832.0,1.938809e-46,63
1242448960.0,1.913217e-46,63
1242449088.0,1.915273e-46,63
1242449216.0,1.881678e-46,63
1242449344.0,1.926334e-46,63
1242449472.0,1.910962e-46,63
1242449600.0,1.927994e-46,63
1242449728.0,1.896533e-46,63
1242449856.0,1.944745e-46,63
1242449984.0,1.899735e-46,63
1242450112.0,1.887756e-46,63
1242450240.0,1.902964e-46,63
1242450368.0,1.925081e-46,63
1242450496.0,1.921221e-46,63
1242450624.0,1.861864e-46,63
1242450752.0,2.111030e-46,63
1242450880.0,1.946576e-46,63
1242451008.0,1.942475e-46,63
1242451136.0,1.941702e-46,63
1242451264.0,1.910775e-46,63
1242451392.0,1.903130e-46,63
1242451520.0,1.921161e-46,63
1242451648.0,1.944689e-46,63
1242451776.0,1.925946e-46,63
1242451904.0,1.940251e-46,63
1242452032.0,1.930779e-46,63
1242452160.0,1.894663e-46,63
1242452288.0,1.929008e-46,63
1242452416.0,1.892119e-46,63
1242452544.0,1.912684e-46,63
1242452672.0,1.920476e-46,63
1242452800.0,1.909503e-46,63
1242452928.0,1.865472e-46,63
1242453056.0,1.938759e-46,63
1242453184.0,1.887769e-46,63
1242453312.0,1.911934e-46,63
1242453440.0,1.882230e-46,63
1242453568.0,1.874937e-46,63
1242453696.0,1.914134e-46,63
1242453824.0,1.948602e-46,63
1242453952.0,1.930434e-46,63
1242454080.0,1.894698e-46,63
1242454208.0,1.929475e-46,63
1242454336.0,1.875152e-46,63
1242454464.0,1.920783e-46,63
1242454592.0,1.907588e-46,63
1242454720.0,1.925638e-46,63
1242454848.0,1.911207e-46,63
1242454976.0,1.921744e-46,63
1242455104.0,1.919725e-46,63
1242455232.0,1.860847e-46,63
1242455360.0,2.102188e-46,63
1242455488.0,1.912168e-46,63
1242455616.0,1.887287e-46,63
1242455744.0,1.928741e-46,63
1242455872.0,1.922068e-46,63
1242456000.0,1.921073e-46,63
1242456128.0,1.993229e-46,63
1242456256.0,1.929830e-46,63
1242456384.0,1.924827e-46,63
1242456512.0,1.901785e-46,63
1242456640.0,1.911743e-46,63
1242456768.0,1.915202e-46,63
1242456896.0,1.946449e-46,63
1242457024.0,1.911362e-46,63
1242457152.0,1.915912e-46,63
1242457280.0,1.949812e-46,63
1242457408.0,1.920352e-46,63
1242457536.0,2.069828e-46,63
1242457664.0,1.985441e-46,63
1242457792.0,1.946447e-46,63
1242457920.0,1.895003e-46,63
1242458048.0,1.910380e-46,63
1242458176.0,1.963744e-46,63
1242458304.0,1.917445e-46,63
1242458432.0,1.942359e-46,63
1242458560.0,1.953117e-46,63
1242458688.0,1.924640e-46,63
1242458816.0,1.927308e-46,63
1242458944.0,1.907511e-46,63
1242459072.0,1.915684e-46,63
1242459200.0,1.923789e-46,63
1242459328.0,1.870847e-46,63
1242459456.0,1.892440e-46,63
1242459584.0,1.888367e-46,63
1242459712.0,1.877707e-46,63
1242459840.0,1.906898e-46,63
1242459968.0,1.912309e-46,63
1242460096.0,1.914598e-46,63
1242460224.0,1.904053e-46,63
1242460352.0,1.914597e-46,63
1242460480.0,1.890074e-46,63
1242460608.0,1.885246e-46,63
1242460736.0,1.898074e-46,63
1242460864.0,1.893383e-46,63
1242460992.0,1.890404e-46,63
1242461120.0,1.902499e-46,63
1242461248.0,1.916104e-46,63
1242461376.0,1.928355e-46,63
1242461504.0,1.904664e-46,63
1242461632.0,1.929092e-46,63
1242461760.0,1.872055e-46,63
1242461888.0,1.892789e-46,63
1242462016.0,1.898005e-46,63
1242462144.0,1.999967e-46,63
1242462272.0,1.901246e-46,63
1242462400.0,1.963299e-46,63
1242462528.0,1.924252e-46,63
1242462656.0,1.968261e-46,63
1242462784.0,1.941331e-46,63
1242462912.0,1.948377e-46,63
1242463040.0,2.081587e-46,63
1242463168.0,1.878239e-46,63
1242463296.0,1.935736e-46,63
1242463424.0,1.904925e-46,63
1242463552.0,1.939495e-46,63
1242463680.0,1.975169e-46,63
1242463808.0,1.943240e-46,63
1242463936.0,1.945789e-46,63
1242464064.0,1.912924e-46,63
1242464192.0,1.901467e-46,63
1242464320.0,1.914760e-46,63
1242464448.0,1.913384e-46,63
1242464576.0,1.937504e-46,63
1242464704.0,2.148335e-46,63
1242464832.0,1.936384e-46,63
1242464960.0,1.934827e-46,63
1242465088.0,1.898851e-46,63
1242465216.0,1.942589e-46,63
1242465344.0,1.907757e-46,63
1242465472.0,1.932538e-46,63
1242465600.0,1.918510e-46,63
1242465728.0,1.919607e-46,63
1242465856.0,1.978650e-46,63
1242465984.0,1.904217e-46,63
1242466112.0,1.899376e-46,63
1242466240.0,1.925482e-46,63
1242466368.0,1.962417e-46,63
1242466496.0,1.986519e-46,63
1242466624.0,1.966096e-46,63
1242466752.0,1.890438e-46,63
1242466880.0,1.929914e-46,63
1242467008.0,1.934630e-46,63
1242467136.0,1.940735e-46,63
1242467264.0,1.931504e-46,63
1242467392.0,1.936744e-46,63
1242467520.0,1.906628e-46,63
1242467648.0,1.915643e-46,63
1242467776.0,1.894420e-46,63
1242467904.0,1.875083e-46,63
1242468032.0,1.904076e-46,63
1242468160.0,1.895782e-46,63
1242468288.0,1.872281e-46,63
1242468416.0,1.937523e-46,63
1242468544.0,1.928102e-46,63
1242468672.0,1.954975e-46,63
1242468800.0,1.920201e-46,63
1242468928.0,1.963379e-46,63
1242469056.0,1.934908e-46,63
1242469184.0,1.920289e-46,63
1242469312.0,2.058929e-46,63
1242469440.0,1.907512e-46,63
1242469568.0,1.927923e-46,63
1242469696.0,1.938760e-46,63
1242469824.0,1.949082e-46,63
1242469952.0,1.900483e-46,63
1242470080.0,1.925546e-46,63
1242470208.0,1.929179e-46,63
1242470336.0,1.929320e-46,63
1242470464.0,1.929275e-46,63
1242470592.0,1.957718e-46,63
1242470720.0,2.004223e-46,63
1242470848.0,1.926487e-46,63
1242470976.0,1.965281e-46,63
1242471104.0,1.886310e-46,63
1242471232.0,1.944888e-46,63
1242471360.0,1.939261e-46,63
1242471488.0,1.926379e-46,63
1242471616.0,1.922559e-46,63
1242471744.0,1.936798e-46,63
1242471872.0,1.918707e-46,63
1242472000.0,1.895686e-46,63
1242472128.0,1.948523e-46,63
1242472256.0,1.898974e-46,63
1242472384.0,1.937874e-46,63
1242472512.0,1.937674e-46,63
1242472640.0,1.925999e-46,63
1242472768.0,1.951528e-46,63
1242472896.0,1.916692e-46,63
1242473024.0,1.938273e-46,63
1242473152.0,1.923608e-46,63
1242473280.0,1.933733e-46,63
1242473408.0,1.923935e-46,63
1242473536.0,1.934593e-46,63
1242473664.0,1.954640e-46,63
1242473792.0,1.953579e-46,63
1242473920.0,1.965605e-46,63
1242474048.0,1.904362e-46,63
1242474176.0,1.946626e-46,63
1242474304.0,2.020075e-46,63
1242474432.0,1.932429e-46,63
1242474560.0,1.942949e-46,63
1242474688.0,1.920348e-46,63
1242474816.0,1.919378e-46,63
1242474944.0,1.929689e-46,63
1242475072.0,1.926612e-46,63
1242475200.0,1.903214e-46,63
1242475328.0,1.930444e-46,63
1242475456.0,1.903771e-46,63
1242475584.0,1.937598e-46,63
1242475712.0,1.935172e-46,63
1242475840.0,1.937061e-46,63
1242475968.0,1.958335e-46,63
1242476096.0,1.927125e-46,63
1242476224.0,1.916969e-46,63
1242476352.0,1.957494e-46,63
1242476480.0,1.950076e-46,63
1242476608.0,1.907470e-46,63
1242476736.0,1.950448e-46,63
1242476864.0,1.934820e-46,63
1242476992.0,1.964945e-46,63
1242477120.0,1.955325e-46,63
1242477248.0,1.921407e-46,63
1242477376.0,1.925901e-46,63
1242477504.0,1.933081e-46,63
1242477632.0,2.036541e-46,63
1242477760.0,1.870603e-46,63
1242477888.0,1.892339e-46,63
1242478016.0,1.865073e-46,63
1242478144.0,1.879423e-46,63
1242478272.0,1.923656e-46,63
1242478400.0,1.908658e-46,63
1242478528.0,1.900667e-46,63
1242478656.0,1.960199e-46,63
1242478784.0,1.965419e-46,63
1242478912.0,1.906720e-46,63
1242479040.0,1.949313e-46,63
1242479168.0,1.934241e-46,63
1242479296.0,1.933448e-46,63
1242479424.0,1.931257e-46,63
1242479552.0,1.916116e-46,63
1242479680.0,2.041037e-46,63
1242479808.0,2.041047e-46,63
1242479936.0,1.913293e-46,63
1242480064.0,1.901332e-46,63
1242480192.0,1.966389e-46,63
1242480320.0,1.973923e-46,63
1242480448.0,1.947965e-46,63
1242480576.0,2.026499e-46,63
1242480704.0,2.040027e-46,63
1242480832.0,2.033131e-46,63
1242480960.0,1.999199e-46,63
1242481088.0,1.926616e-46,63
1242481216.0,1.943929e-46,63
1242481344.0,1.919269e-46,63
1242481472.0,1.893035e-46,63
1242481600.0,1.952174e-46,63
1242481728.0,1.948358e-46,63
1242481856.0,1.949489e-46,63
1242481984.0,1.893412e-46,63
1242482112.0,1.921605e-46,63
1242482240.0,1.890772e-46,63
1242482368.0,1.944810e-46,63
1242482496.0,1.901562e-46,63
1242482624.0,1.932761e-46,63
1242482752.0,1.993633e-46,63
1242482880.0,1.999422e-46,63
1242483008.0,1.981761e-46,63
1242483136.0,2.006871e-46,63
1242483264.0,1.997232e-46,63
1242483392.0,2.019404e-46,63
1242483520.0,1.908801e-46,63
1242483648.0,1.909327e-46,63
1242483776.0,1.911213e-46,63
1242483904.0,1.939652e-46,63
1242484032.0,1.926972e-46,63
1242484160.0,1.971306e-46,63
1242484288.0,1.967006e-46,63
1242484416.0,1.909901e-46,63
1242484544.0,1.916582e-46,63
1242484672.0,1.943535e-46,63
1242484800.0,1.912497e-46,63
1242484928.0,1.972800e-46,63
1242485056.0,1.956393e-46,63
1242522387.0,1.908898e-46,63
1242522515.0,1.929476e-46,63
1242522643.0,1.961686e-46,63
1242522771.0,1.967567e-46,63
1242522899.0,1.944549e-46,63
1242523027.0,1.974851e-46,63
1242523155.0,1.953357e-46,63
1242523283.0,2.012207e-46,63
1242523411.0,1.995618e-46,63
1242523539.0,2.014989e-46,63
1242523667.0,2.012482e-46,63
1242523795.0,1.969333e-46,63
1242523923.0,2.000514e-46,63
1242524051.0,1.962628e-46,63
1242524179.0,1.966760e-46,63
1242524307.0,2.025571e-46,63
1242524435.0,2.013190e-46,63
1242524563.0,2.002130e-46,63
1242524691.0,1.994137e-46,63
1242524819.0,2.030197e-46,63
1242524947.0,2.006822e-46,63
1242525075.0,2.019754e-46,63
1242525203.0,2.004018e-46,63
1242525331.0,1.992941e-46,63
1242525459.0,1.959965e-46,63
1242525587.0,1.997648e-46,63
1242525760.0,1.984812e-46,63
1242525888.0,1.990794e-46,63
1242526016.0,1.972134e-46,63
1242526144.0,1.992553e-46,63
1242526272.0,2.028707e-46,63
1242526400.0,2.022231e-46,63
1242526528.0,2.001099e-46,63
1242526656.0,1.998060e-46,63
1242526784.0,2.049307e-46,63
1242526912.0,2.034443e-46,63
1242527040.0,2.045322e-46,63
1242527168.0,2.060514e-46,63
1242527296.0,2.047632e-46,63
1242527424.0,2.050454e-46,63
1242527552.0,2.068346e-46,63
1242527680.0,2.093428e-46,63
1242527808.0,2.069846e-46,63
1242527936.0,2.077510e-46,63
1242528064.0,2.062171e-46,63
1242528192.0,2.066533e-46,63
1242528320.0,2.009575e-46,63
1242528448.0,2.076062e-46,63
1242528576.0,2.085816e-46,63
1242528704.0,2.041530e-46,63
1242528832.0,2.086642e-46,63
1242528960.0,2.047590e-46,63
1242529088.0,2.030683e-46,63
1242529216.0,2.054591e-46,63
1242529344.0,2.081361e-46,63
1242529472.0,2.076952e-46,63
1242529600.0,2.077463e-46,63
1242529728.0,2.086648e-46,63
1242529856.0,2.028850e-46,63
1242529984.0,2.070541e-46,63
1242530112.0,2.018036e-46,63
1242530240.0,2.082966e-46,63
1242530368.0,2.032121e-46,63
1242530496.0,2.063849e-46,63
1242530624.0,2.055447e-46,63
1242530752.0,2.045771e-46,63
1242530880.0,2.111080e-46,63
1242531008.0,2.049258e-46,63
1242531136.0,2.039982e-46,63
1242531264.0,2.046820e-46,63
1242531392.0,2.046610e-46,63
1242531520.0,2.019581e-46,63
1242531648.0,2.021353e-46,63
1242531776.0,2.043047e-46,63
1242531904.0,2.085314e-46,63
1242532032.0,2.070276e-46,63
1242532160.0,2.044569e-46,63
1242532288.0,2.047421e-46,63
1242532416.0,2.035117e-46,63
1242532544.0,1.988957e-46,63
1242532672.0,2.066775e-46,63
1242532800.0,2.044672e-46,63
1242532928.0,2.015074e-46,63
1242533088.0,2.078129e-46,63
1242533216.0,2.027940e-46,63
1242533344.0,2.039645e-46,63
1242533472.0,2.035359e-46,63
1242533600.0,2.078654e-46,63
1242533728.0,2.102512e-46,63
1242533952.0,2.043210e-46,63
1242534080.0,2.070807e-46,63
1242534208.0,2.077293e-46,63
1242534336.0,2.063325e-46,63
1242534464.0,2.124477e-46,63
1242534592.0,2.115111e-46,63
1242534720.0,2.089889e-46,63
1242534848.0,2.110071e-46,63
1242534976.0,2.097954e-46,63
1242535104.0,2.087898e-46,63
1242535232.0,2.090636e-46,63
1242535576.0,2.029920e-46,63
1242535704.0,2.078210e-46,63
1242535832.0,2.052749e-46,63
1242535960.0,2.064839e-46,63
1242536088.0,2.060538e-46,63
1242536216.0,2.092241e-46,63
1242536344.0,2.095794e-46,63
1242536472.0,2.081407e-46,63
1242536600.0,2.071810e-46,63
1242536728.0,2.076455e-46,63
1242536856.0,2.138289e-46,63
1242536984.0,2.146290e-46,63
1242537112.0,2.103499e-46,63
1242537240.0,2.110227e-46,63
1242537368.0,2.065502e-46,63
1242537496.0,2.077808e-46,63
1242537624.0,2.047858e-46,63
1242537752.0,2.068132e-46,63
1242537880.0,2.096412e-46,63
1242538048.0,2.109112e-46,63
1242538176.0,2.078137e-46,63
1242538304.0,2.072898e-46,63
1242538432.0,2.059963e-46,63
1242538560.0,2.067504e-46,63
1242538688.0,2.087842e-46,63
1242538816.0,2.118799e-46,63
1242538944.0,2.059405e-46,63
1242539072.0,2.090450e-46,63
1242539200.0,2.113810e-46,63
1242539328.0,2.057945e-46,63
1242539456.0,2.086722e-46,63
1242539584.0,2.076910e-46,63
1242539712.0,2.075139e-46,63
1242539840.0,2.082585e-46,63
1242539968.0,2.067323e-46,63
1242540096.0,2.080480e-46,63
1242540224.0,2.071282e-46,63
1242540352.0,2.069956e-46,63
1242540480.0,2.095587e-46,63
1242540608.0,2.036941e-46,63
1242540736.0,2.148701e-46,63
1242540864.0,2.081719e-46,63
1242540992.0,2.132999e-46,63
1242541120.0,2.103820e-46,63
1242541248.0,2.081981e-46,63
1242541376.0,2.054378e-46,63
1242541504.0,2.065702e-46,63
1242541632.0,2.076704e-46,63
1242541760.0,2.059273e-46,63
1242541888.0,2.052030e-46,63
1242542016.0,2.057725e-46,63
1242542144.0,2.080770e-46,63
1242542272.0,2.065814e-46,63
1242542400.0,2.064089e-46,63
1242542528.0,2.091545e-46,63
1242542656.0,2.070526e-46,63
1242542784.0,2.096065e-46,63
1242542912.0,2.031408e-46,63
1242543040.0,2.116939e-46,63
1242543168.0,2.081217e-46,63
1242543296.0,2.039768e-46,63
1242543424.0,2.073643e-46,63
1242543552.0,2.071698e-46,63
1242543680.0,2.109425e-46,63
1242543808.0,2.066164e-46,63
1242543936.0,2.100314e-46,63
1242544064.0,2.071196e-46,63
1242544192.0,2.063941e-46,63
1242544320.0,2.088315e-46,63
1242544448.0,2.044779e-46,63
1242544576.0,2.093216e-46,63
1242544704.0,2.072019e-46,63
1242544832.0,2.065286e-46,63
1242544960.0,2.060387e-46,63
1242545088.0,2.053681e-46,63
1242545216.0,2.131265e-46,63
1242545344.0,2.042691e-46,63
1242545472.0,2.072850e-46,63
1242545600.0,2.073019e-46,63
1242545728.0,2.094808e-46,63
1242545856.0,2.062433e-46,63
1242545984.0,2.076622e-46,63
1242546112.0,2.095450e-46,63
1242546240.0,2.109113e-46,63
1242546368.0,2.073863e-46,63
1242546496.0,2.054921e-46,63
1242546624.0,2.036062e-46,63
1242546752.0,2.077039e-46,63
1242546880.0,2.080985e-46,63
1242547008.0,2.070284e-46,63
1242547136.0,2.066677e-46,63
1242547264.0,2.125287e-46,63
1242547392.0,2.100742e-46,63
1242547520.0,2.094255e-46,63
1242547648.0,2.071754e-46,63
1242547776.0,2.090230e-46,63
1242547904.0,2.103492e-46,63
1242548032.0,2.089754e-46,63
1242548160.0,2.126730e-46,63
1242548288.0,2.114801e-46,63
1242548416.0,2.085784e-46,63
1242548544.0,2.095518e-46,63
1242548672.0,2.044460e-46,63
1242548800.0,2.065066e-46,63
1242548928.0,2.062402e-46,63
1242549056.0,2.116701e-46,63
1242549184.0,2.079654e-46,63
1242549312.0,2.059476e-46,63
1242549440.0,2.086916e-46,63
1242549568.0,2.096870e-46,63
1242549696.0,2.119524e-46,63
1242549824.0,2.107381e-46,63
1242549952.0,2.098520e-46,63
1242550080.0,2.085548e-46,63
1242550208.0,2.089813e-46,63
1242550336.0,2.082426e-46,63
1242550464.0,2.087528e-46,63
1242550592.0,2.082738e-46,63
1242550720.0,2.086250e-46,63
1242550848.0,2.064828e-46,63
1242550976.0,2.075445e-46,63
1242551104.0,2.052753e-46,63
1242551232.0,2.077640e-46,63
1242551360.0,2.030010e-46,63
1242551488.0,2.047089e-46,63
1242551616.0,2.087157e-46,63
1242551744.0,2.079154e-46,63
1242551872.0,2.027315e-46,63
1242552000.0,2.088519e-46,63
1242552128.0,2.081421e-46,63
1242552256.0,2.109634e-46,63
1242552384.0,2.116628e-46,63
1242552512.0,2.084157e-46,63
1242552640.0,2.070138e-46,63
1242552768.0,2.060218e-46,63
1242552896.0,2.111402e-46,63
1242553024.0,2.074974e-46,63
1242553152.0,2.066953e-46,63
1242553280.0,2.097951e-46,63
1242553408.0,2.224705e-46,63
1242553536.0,2.138474e-46,63
1242553664.0,2.164199e-46,63
1242553792.0,2.158369e-46,63
1242553920.0,2.093742e-46,63
1242554048.0,2.065617e-46,63
1242554176.0,2.117768e-46,63
1242554304.0,2.107055e-46,63
1242554432.0,2.092973e-46,63
1242554560.0,2.086261e-46,63
1242554688.0,2.131350e-46,63
1242554816.0,2.138069e-46,63
1242554944.0,2.095828e-46,63
1242555072.0,2.195480e-46,63
1242555200.0,2.108117e-46,63
1242555328.0,2.187664e-46,63
1242555456.0,2.112836e-46,63
1242555584.0,2.104419e-46,63
1242555712.0,2.079820e-46,63
1242555840.0,2.085340e-46,63
1242555968.0,2.182704e-46,63
1242556096.0,2.086198e-46,63
1242556224.0,2.074833e-46,63
1242556352.0,2.100611e-46,63
1242556480.0,2.092633e-46,63
1242556608.0,2.127336e-46,63
1242556736.0,2.068795e-46,63
1242556864.0,2.071147e-46,63
1242556992.0,2.146290e-46,63
1242557120.0,2.109903e-46,63
1242557248.0,2.106101e-46,63
1242557376.0,2.093809e-46,63
1242557504.0,2.084123e-46,63
1242557632.0,2.104929e-46,63
1242557760.0,2.077872e-46,63
1242557888.0,2.076129e-46,63
1242558016.0,2.079424e-46,63
1242558144.0,2.132413e-46,63
1242558272.0,2.210806e-46,63
1242558400.0,2.112295e-46,63
1242558566.0,2.085113e-46,63
1242558694.0,2.081034e-46,63
1242558822.0,2.095652e-46,63
1242558950.0,2.130925e-46,63
1242559078.0,2.130637e-46,63
1242559206.0,2.119769e-46,63
1242559334.0,2.113533e-46,63
1242559462.0,2.203503e-46,63
1242559590.0,2.106893e-46,63
1242559718.0,2.206347e-46,63
1242559846.0,2.137925e-46,63
1242559974.0,2.093669e-46,63
1242560102.0,2.132789e-46,63
1242560230.0,2.112706e-46,63
1242560358.0,2.099056e-46,63
1242560486.0,2.109483e-46,63
1242560614.0,2.090466e-46,63
1242560742.0,2.104938e-46,63
1242560870.0,2.095314e-46,63
1242560998.0,2.162984e-46,63
1242561126.0,2.069381e-46,63
1242561254.0,2.090222e-46,63
1242561382.0,2.133992e-46,63
1242561510.0,2.091512e-46,63
1242561638.0,2.096274e-46,63
1242561766.0,2.069262e-46,63
1242561894.0,2.094233e-46,63
1242562022.0,2.093178e-46,63
1242562150.0,2.055279e-46,63
1242562278.0,2.101473e-46,63
1242562406.0,2.116217e-46,63
1242562624.0,2.100376e-46,63
1242562752.0,2.113991e-46,63
1242562880.0,2.132632e-46,63
1242563008.0,2.099337e-46,63
1242563136.0,2.079917e-46,63
1242563264.0,2.107448e-46,63
1242563392.0,2.293536e-46,63
1242563520.0,2.101054e-46,63
1242563648.0,2.115160e-46,63
1242563776.0,2.130700e-46,63
1242563904.0,2.097320e-46,63
1242564032.0,2.105704e-46,63
1242564160.0,2.096528e-46,63
1242564288.0,2.083225e-46,63
1242564416.0,2.096013e-46,63
1242564544.0,2.115179e-46,63
1242564672.0,2.107856e-46,63
1242564800.0,2.105132e-46,63
1242564928.0,2.093384e-46,63
1242565056.0,2.121803e-46,63
1242565184.0,2.147301e-46,63
1242565312.0,2.122451e-46,63
1242565440.0,2.116020e-46,63
1242565568.0,2.099948e-46,63
1242565696.0,2.122742e-46,63
1242565824.0,2.112485e-46,63
1242565952.0,2.166735e-46,63
1242566080.0,2.088534e-46,63
1242566208.0,2.131179e-46,63
1242566336.0,2.109843e-46,63
