deg,K_A,K_B,trials,A,B,tie,unresolved,P_A,wilson_lo,wilson_hi,born,linear,strongest,rate_sum,width,eligible_A,eligible_B,commit_frac_A,commit_frac_B
30,1.73205,1.0,10,7,3,0,0,0.7,0.3968,0.8922,0.75,0.634,1.0,0.7461,0.625,10,6,1.0,0.8
